Cust_id,age,job,marital,education,default,balance,housing,loan
ABC29428,54,blue-collar,married,secondary,no,5372,yes,no
ABC2943,52,entrepreneur,married,tertiary,no,618,yes,yes
ABC29432,31,blue-collar,married,tertiary,no,433,no,yes
ABC29433,32,self-employed,married,tertiary,no,428,no,yes
ABC29436,53,blue-collar,married,secondary,no,5797,yes,no
ABC29437,51,services,married,secondary,no,867,yes,no
ABC2944,40,blue-collar,married,secondary,no,1313,no,no
ABC29441,43,blue-collar,married,secondary,no,308,yes,no
ABC29443,48,blue-collar,married,secondary,no,197,no,yes
ABC29444,34,services,married,primary,no,285,yes,no
ABC29445,32,services,married,secondary,no,414,yes,no
ABC29447,37,self-employed,married,secondary,no,12939,yes,yes
ABC29448,54,retired,married,primary,no,117,no,no
ABC34639,41,management,married,tertiary,no,326,yes,no
ABC2945,60,retired,married,secondary,no,3932,yes,no
ABC29451,46,blue-collar,married,secondary,no,1232,no,yes
ABC29452,55,retired,married,tertiary,no,8037,no,no
ABC34642,44,services,married,secondary,no,-395,yes,no
ABC29453,43,services,divorced,secondary,no,553,yes,no
ABC29454,34,services,married,secondary,no,-142,yes,no
ABC29457,35,services,married,secondary,no,1659,yes,no
ABC29458,50,blue-collar,married,tertiary,no,199,yes,yes
ABC29460,58,retired,married,primary,no,3401,yes,no
ABC29463,54,blue-collar,divorced,secondary,no,2749,yes,no
ABC29467,30,blue-collar,married,secondary,no,363,yes,no
ABC29468,47,entrepreneur,married,tertiary,no,8118,no,no
ABC2947,44,self-employed,divorced,secondary,no,80,yes,yes
ABC29472,43,blue-collar,married,secondary,yes,128,yes,no
ABC29474,32,blue-collar,married,primary,no,329,yes,no
ABC34656,46,blue-collar,married,unknown,no,9328,yes,no
ABC29475,34,blue-collar,married,secondary,no,2467,no,no
ABC29476,31,services,married,primary,no,997,yes,no
ABC29479,32,blue-collar,married,secondary,no,4471,yes,no
ABC29482,29,services,married,secondary,no,222,yes,no
ABC29483,44,unemployed,married,primary,no,1617,no,no
ABC29485,43,blue-collar,divorced,primary,no,177,no,no
ABC29490,51,blue-collar,divorced,secondary,no,1096,no,no
ABC29491,59,blue-collar,divorced,secondary,no,2735,no,no
ABC29492,56,blue-collar,married,primary,no,151,no,no
ABC29495,34,blue-collar,married,secondary,no,883,no,no
ABC29496,33,self-employed,married,tertiary,no,483,yes,no
ABC29497,29,services,divorced,secondary,no,120,no,yes
ABC29498,34,services,divorced,secondary,no,-75,no,no
ABC295,34,blue-collar,married,secondary,no,19,yes,no
ABC2950,53,management,married,tertiary,no,193,no,no
ABC29503,48,unemployed,divorced,secondary,no,1266,yes,no
ABC29507,40,services,married,secondary,no,0,yes,no
ABC29508,56,unemployed,married,primary,no,5496,yes,no
ABC29509,65,retired,married,tertiary,no,1153,no,no
ABC2951,41,services,divorced,secondary,yes,-198,no,yes
ABC29510,50,entrepreneur,married,tertiary,no,2442,no,no
ABC29512,59,unemployed,divorced,secondary,no,2921,no,no
ABC29513,59,unemployed,divorced,secondary,no,44134,no,no
ABC29514,64,retired,married,secondary,no,1176,no,no
ABC29515,30,entrepreneur,married,secondary,no,1013,yes,no
ABC34682,35,services,married,secondary,no,1286,yes,no
ABC2952,57,retired,married,tertiary,no,1180,yes,yes
ABC29520,48,services,married,primary,no,3,yes,no
ABC29521,43,blue-collar,married,tertiary,no,0,no,no
ABC29526,44,unemployed,married,secondary,no,6178,no,no
ABC29527,31,services,married,secondary,no,-106,yes,no
ABC29528,52,services,married,primary,no,3016,yes,yes
ABC29529,51,management,married,tertiary,no,2814,no,no
ABC2953,42,blue-collar,married,primary,no,505,yes,no
ABC29530,32,blue-collar,married,secondary,no,320,yes,yes
ABC29531,33,blue-collar,married,secondary,yes,-266,yes,yes
ABC29532,32,self-employed,married,tertiary,no,357,yes,no
ABC29533,33,services,married,tertiary,no,546,yes,yes
ABC29534,45,unknown,married,unknown,no,19706,yes,no
ABC29535,51,blue-collar,married,primary,no,377,yes,no
ABC29536,52,entrepreneur,divorced,tertiary,no,199,yes,yes
ABC29537,41,management,married,tertiary,no,0,no,no
ABC29539,58,blue-collar,divorced,primary,no,835,no,no
ABC2954,31,management,married,secondary,no,6943,yes,no
ABC29540,34,blue-collar,married,secondary,no,427,no,no
ABC29545,41,unemployed,married,secondary,no,2081,yes,no
ABC29546,31,blue-collar,married,primary,no,124,yes,no
ABC29549,49,services,married,secondary,no,1403,no,no
ABC2955,46,blue-collar,married,secondary,no,243,yes,yes
ABC29550,29,management,married,tertiary,no,877,no,no
ABC29552,36,services,married,secondary,no,587,no,no
ABC29556,39,blue-collar,married,primary,no,710,no,no
ABC29557,37,blue-collar,married,secondary,no,1116,yes,no
ABC29558,39,blue-collar,married,secondary,no,661,yes,no
ABC29562,32,management,married,tertiary,no,422,yes,no
ABC29563,55,management,married,secondary,no,964,no,no
ABC29564,34,self-employed,married,secondary,no,520,yes,no
ABC29565,46,management,married,tertiary,no,-319,yes,no
ABC29568,32,services,married,secondary,no,1844,yes,yes
ABC29569,44,services,married,primary,no,764,no,no
ABC2957,46,blue-collar,divorced,secondary,no,3455,yes,no
ABC29570,38,services,married,secondary,no,384,no,no
ABC29571,30,services,married,secondary,no,490,yes,no
ABC29576,31,blue-collar,married,primary,no,845,no,no
ABC29579,36,blue-collar,divorced,primary,no,102,no,no
ABC29581,36,blue-collar,married,secondary,yes,13,no,yes
ABC29582,34,blue-collar,married,secondary,no,563,no,yes
ABC29583,60,services,divorced,secondary,no,758,no,no
ABC29584,56,self-employed,married,tertiary,no,350,no,no
ABC29589,36,management,married,tertiary,no,1582,no,no
ABC29590,51,self-employed,married,primary,no,605,no,no
ABC29594,29,management,married,tertiary,no,1606,yes,no
ABC29596,39,blue-collar,married,unknown,no,295,yes,no
ABC29597,42,blue-collar,married,secondary,no,440,yes,no
ABC29599,38,management,married,tertiary,no,655,no,no
ABC296,56,blue-collar,divorced,primary,no,13,yes,no
ABC2960,50,management,married,secondary,no,0,yes,no
ABC29600,32,management,married,secondary,no,1215,yes,yes
ABC29601,46,blue-collar,married,secondary,no,863,yes,no
ABC29602,34,blue-collar,married,secondary,no,261,yes,no
ABC29603,46,unknown,married,unknown,no,677,no,no
ABC29604,60,retired,married,tertiary,no,3461,no,no
ABC29605,52,management,married,tertiary,no,0,yes,no
ABC29606,38,services,married,tertiary,no,1324,yes,no
ABC2961,57,retired,married,secondary,no,-222,no,no
ABC29610,54,blue-collar,divorced,secondary,no,258,no,no
ABC34741,49,blue-collar,married,secondary,no,2039,yes,no
ABC29611,69,retired,married,primary,no,2713,no,no
ABC29612,43,management,married,tertiary,no,5082,no,no
ABC29613,34,unemployed,married,tertiary,no,425,no,no
ABC29617,44,services,married,secondary,no,497,yes,no
ABC29620,48,unemployed,married,secondary,no,11371,yes,no
ABC29621,54,blue-collar,married,secondary,no,175,yes,no
ABC29622,36,management,married,tertiary,no,618,no,no
ABC29625,41,entrepreneur,married,tertiary,no,0,yes,no
ABC29627,54,retired,married,secondary,no,1154,yes,no
ABC2963,46,blue-collar,married,secondary,no,33,yes,no
ABC29632,31,blue-collar,married,unknown,no,-120,yes,no
ABC29633,34,management,married,tertiary,no,99,no,yes
ABC29635,50,management,divorced,secondary,no,458,no,no
ABC29638,43,blue-collar,married,secondary,no,473,yes,no
ABC29639,62,self-employed,married,tertiary,no,3685,no,no
ABC2964,40,services,divorced,secondary,no,1000,yes,no
ABC29640,52,retired,married,secondary,no,411,yes,no
ABC29641,44,entrepreneur,married,tertiary,no,3850,no,no
ABC29643,39,management,divorced,tertiary,no,30,no,yes
ABC29644,42,blue-collar,married,primary,no,-97,yes,no
ABC29645,54,unemployed,married,primary,no,541,yes,no
ABC29648,37,unemployed,married,secondary,no,80,no,no
ABC29649,47,blue-collar,married,secondary,no,-346,yes,yes
ABC2965,56,blue-collar,married,secondary,no,881,yes,no
ABC29650,59,unknown,married,primary,no,282,no,no
ABC29654,41,management,divorced,tertiary,no,0,no,no
ABC29657,36,services,married,secondary,no,1177,yes,yes
ABC34769,39,blue-collar,divorced,tertiary,yes,3,no,no
ABC29658,37,services,divorced,secondary,no,1472,yes,no
ABC2966,48,services,divorced,secondary,no,403,yes,no
ABC29661,32,management,married,tertiary,no,272,yes,no
ABC29662,58,blue-collar,married,secondary,no,629,yes,no
ABC29664,34,blue-collar,married,tertiary,no,823,no,no
ABC29666,59,services,married,secondary,no,1089,no,no
ABC29667,48,blue-collar,married,tertiary,no,2,no,no
ABC29668,58,self-employed,married,secondary,no,0,yes,no
ABC29670,40,unemployed,married,primary,no,-78,no,no
ABC34779,32,self-employed,single,tertiary,no,0,yes,no
ABC29671,56,management,married,tertiary,no,2366,yes,yes
ABC29672,54,management,married,tertiary,no,1460,no,yes
ABC29673,29,blue-collar,married,secondary,no,655,yes,no
ABC29674,36,blue-collar,married,secondary,no,58,no,no
ABC29679,32,services,divorced,secondary,no,41,yes,no
ABC2968,37,blue-collar,married,tertiary,yes,0,yes,no
ABC29680,42,blue-collar,married,tertiary,no,725,yes,yes
ABC29681,53,blue-collar,married,secondary,no,483,yes,no
ABC29682,56,unemployed,divorced,primary,no,802,no,no
ABC29684,57,blue-collar,married,secondary,no,192,no,no
ABC29685,44,blue-collar,divorced,unknown,no,284,no,no
ABC29686,43,services,married,secondary,no,-45,yes,yes
ABC34792,35,blue-collar,divorced,secondary,no,84,yes,yes
ABC29688,56,blue-collar,married,primary,no,284,no,yes
ABC29689,49,blue-collar,married,secondary,no,298,yes,no
ABC34795,37,blue-collar,divorced,secondary,no,141,yes,no
ABC2969,41,entrepreneur,married,tertiary,no,221,yes,no
ABC29690,41,management,divorced,tertiary,no,-78,yes,no
ABC29691,30,self-employed,married,tertiary,no,113,yes,yes
ABC29693,59,blue-collar,married,secondary,no,1866,no,no
ABC29694,50,blue-collar,married,secondary,no,103,yes,no
ABC29695,47,unemployed,married,secondary,no,3188,yes,no
ABC29697,57,blue-collar,married,unknown,no,2610,no,no
ABC29699,45,management,married,tertiary,no,1199,no,no
ABC2970,43,blue-collar,married,secondary,no,1109,yes,no
ABC29700,40,management,divorced,tertiary,no,502,yes,no
ABC29702,55,unemployed,divorced,primary,no,-53,no,no
ABC29703,31,management,married,tertiary,no,777,yes,no
ABC29704,46,blue-collar,divorced,secondary,no,1547,yes,no
ABC29706,53,blue-collar,married,primary,no,-211,yes,yes
ABC29707,33,blue-collar,married,secondary,no,640,yes,no
ABC2971,40,entrepreneur,married,secondary,no,1416,yes,no
ABC29711,46,blue-collar,married,secondary,no,4007,no,no
ABC29712,55,blue-collar,married,primary,no,781,yes,no
ABC29716,45,blue-collar,married,secondary,no,366,no,yes
ABC29717,57,management,married,tertiary,no,113,no,no
ABC29718,36,blue-collar,married,secondary,no,3578,yes,no
ABC29719,41,management,divorced,tertiary,no,236,no,no
ABC2972,40,entrepreneur,married,secondary,no,264,yes,no
ABC29723,59,management,married,tertiary,no,5956,no,no
ABC29724,58,services,married,secondary,no,1142,no,no
ABC29725,31,management,married,tertiary,no,302,yes,yes
ABC29727,56,management,married,secondary,no,145,no,no
ABC29728,48,services,married,secondary,no,2088,no,yes
ABC29729,52,entrepreneur,married,secondary,no,330,no,yes
ABC2973,45,blue-collar,married,secondary,no,141,yes,yes
ABC29730,57,management,married,secondary,no,82,no,yes
ABC29731,59,retired,married,tertiary,no,941,no,yes
ABC29732,52,services,divorced,secondary,no,774,no,no
ABC29735,52,blue-collar,married,primary,no,768,no,no
ABC29736,50,management,married,tertiary,no,207,yes,no
ABC34836,30,management,divorced,tertiary,no,415,yes,yes
ABC29737,41,unemployed,married,secondary,no,2423,yes,no
ABC29738,51,blue-collar,divorced,unknown,no,1328,yes,no
ABC29739,60,blue-collar,married,primary,no,4243,yes,no
ABC2974,44,blue-collar,married,secondary,no,1944,yes,no
ABC29741,54,management,married,tertiary,no,195,no,yes
ABC29744,44,self-employed,married,primary,no,414,yes,no
ABC29745,38,entrepreneur,married,secondary,no,351,yes,no
ABC29746,40,blue-collar,divorced,tertiary,no,1082,no,no
ABC29747,45,self-employed,divorced,tertiary,yes,75,yes,yes
ABC29749,40,services,married,secondary,no,1674,yes,yes
ABC2975,53,entrepreneur,married,primary,no,694,yes,no
ABC29750,37,blue-collar,divorced,secondary,no,0,yes,yes
ABC29752,42,unemployed,divorced,primary,no,148,yes,no
ABC29753,52,services,married,primary,no,2281,yes,yes
ABC29754,43,services,married,tertiary,no,1317,yes,no
ABC29758,30,unemployed,married,tertiary,no,1067,no,no
ABC2976,31,management,married,tertiary,no,303,yes,no
ABC29760,53,blue-collar,married,secondary,no,757,no,no
ABC29761,46,services,divorced,secondary,no,1342,yes,no
ABC29762,45,blue-collar,married,primary,no,305,yes,no
ABC29763,38,services,divorced,secondary,no,308,yes,no
ABC29765,38,self-employed,married,secondary,no,581,yes,no
ABC29767,42,self-employed,married,secondary,no,240,yes,no
ABC29768,31,blue-collar,married,secondary,no,1005,no,no
ABC29769,39,services,married,secondary,no,105,no,no
ABC2977,50,blue-collar,married,secondary,no,2087,yes,no
ABC29770,47,blue-collar,married,secondary,no,243,yes,no
ABC29772,36,blue-collar,married,tertiary,no,-534,yes,no
ABC29773,56,blue-collar,married,primary,no,115,no,no
ABC29776,36,blue-collar,married,secondary,no,0,no,no
ABC29777,58,unemployed,married,primary,no,4967,no,no
ABC29778,43,services,married,secondary,no,0,yes,no
ABC29779,41,blue-collar,married,primary,no,201,yes,no
ABC2978,53,management,married,tertiary,no,369,yes,yes
ABC29780,43,services,married,primary,no,392,yes,yes
ABC29781,55,management,married,primary,no,384,no,no
ABC29782,33,blue-collar,married,secondary,no,0,yes,no
ABC29784,33,blue-collar,divorced,secondary,no,464,no,no
ABC29786,46,blue-collar,married,secondary,no,345,yes,yes
ABC29787,38,services,married,secondary,no,53,no,no
ABC29789,40,unemployed,married,primary,no,69,no,yes
ABC2979,56,blue-collar,divorced,secondary,no,166,yes,no
ABC29790,45,blue-collar,married,secondary,no,28,no,yes
ABC29791,41,self-employed,married,tertiary,no,-195,yes,yes
ABC29794,55,blue-collar,married,primary,no,3957,no,yes
ABC29795,44,entrepreneur,married,tertiary,no,5156,yes,no
ABC29796,33,blue-collar,married,secondary,no,0,yes,yes
ABC29799,59,management,divorced,tertiary,yes,0,no,no
ABC2980,45,blue-collar,married,primary,no,718,yes,no
ABC29800,60,management,married,unknown,no,0,no,no
ABC29802,46,blue-collar,divorced,primary,yes,-17,no,yes
ABC29803,48,self-employed,married,secondary,no,1559,no,no
ABC29804,37,services,divorced,secondary,no,496,no,no
ABC29806,40,retired,married,primary,no,658,yes,no
ABC29809,40,services,married,secondary,no,293,no,no
ABC2981,47,self-employed,married,tertiary,no,4543,yes,no
ABC29811,37,services,married,secondary,no,895,yes,yes
ABC34894,34,entrepreneur,married,tertiary,no,0,yes,no
ABC29812,33,services,married,secondary,no,0,no,no
ABC29813,51,blue-collar,married,secondary,no,2,yes,yes
ABC29814,59,unemployed,married,secondary,no,4497,yes,no
ABC29815,48,management,divorced,unknown,no,343,no,no
ABC34899,31,blue-collar,single,secondary,no,1979,yes,yes
ABC29816,34,management,married,tertiary,no,4831,yes,no
ABC29818,36,blue-collar,married,secondary,no,1055,yes,no
ABC29819,56,blue-collar,married,primary,no,284,no,no
ABC29820,29,management,married,tertiary,no,1713,yes,no
ABC29821,32,unemployed,married,tertiary,no,0,no,no
ABC29822,39,blue-collar,married,unknown,no,931,yes,no
ABC29824,45,blue-collar,divorced,secondary,no,1951,yes,no
ABC29826,48,management,married,secondary,no,438,no,no
ABC29827,52,blue-collar,divorced,secondary,no,643,yes,no
ABC29828,37,management,married,tertiary,no,0,yes,no
ABC29830,43,unemployed,married,secondary,no,553,no,no
ABC29831,52,management,married,tertiary,no,732,no,no
ABC29832,47,entrepreneur,divorced,tertiary,no,178,no,no
ABC29834,57,retired,married,primary,no,-464,yes,no
ABC29836,32,blue-collar,married,secondary,no,4,no,no
ABC29837,39,services,divorced,secondary,no,512,no,no
ABC29840,36,services,married,secondary,no,372,no,no
ABC29842,31,blue-collar,married,secondary,no,119,yes,no
ABC29843,51,management,married,tertiary,no,371,no,no
ABC29844,39,management,divorced,tertiary,no,-980,yes,no
ABC29849,33,blue-collar,married,secondary,no,19,yes,no
ABC2985,34,blue-collar,married,secondary,no,577,no,no
ABC29855,38,entrepreneur,married,tertiary,no,227,yes,no
ABC29857,48,blue-collar,married,secondary,no,320,yes,yes
ABC29858,43,self-employed,divorced,secondary,no,1187,yes,no
ABC29859,47,management,married,tertiary,no,274,no,yes
ABC2986,49,entrepreneur,married,primary,no,-63,yes,no
ABC29861,39,management,married,tertiary,no,606,no,no
ABC29863,51,blue-collar,married,secondary,no,536,yes,yes
ABC29864,43,blue-collar,married,secondary,no,4056,no,no
ABC29865,48,self-employed,married,tertiary,no,1223,yes,no
ABC29867,53,management,married,tertiary,no,20772,no,no
ABC2987,49,services,married,secondary,no,892,no,no
ABC29873,29,blue-collar,divorced,secondary,no,328,yes,yes
ABC29874,43,management,married,tertiary,no,-194,no,no
ABC29875,38,management,married,tertiary,no,0,yes,no
ABC29877,52,blue-collar,married,secondary,no,2338,yes,no
